player_id,signup_date,country,region,platform,acquisition_channel,age,skill_segment,device_name,email
P00276," 2025-10-18T19:46:09Z",U.K.,EMEA,pc,Community,37,Casual,"Windows 10",user276@example.com
P00277,"02/09/26 09:49",AU,APAC,pc,Discord,28,Core,"Android Tablet",user277@example.com
P00278,2025-09-28T02:04:55Z,USA,NA,IOS/Android,Creator,33,Casual,"Xbox Series X",user278@example.com
P00279," 2026-02-12","United states",NA,PC/Steam,Creator,40,Casual,"Xbox Series X",user279@example.com
P00280,2025-10-01,Brazil,LATAM,PS5,paid_search,23,Core,"Windows 10",user280@example.com
P00281,"Aug 19, 2025",U.S.A,NA,IOS/Android,"Paid Search",32,Core,"Windows 10",user281@example.com
P00282,2026-01-12T17:57:17Z,GB,EMEA,PS5,,23,Casual,"Xbox Series X",user282@example.com
P00283,2025.11.17,U.S.A,NA,Ps5,"Store Feature",45,Core,iPhone,user283@example.com
P00284,"2026-02-16 08:49:20",GB,EMEA,Windows,YT,41,Casual,Pixel,user284@example.com
P00285," 2025-09-18T22:09:18Z ",CA,NA,Android,,21,Core,Pixel,user285@example.com
P00286,24-12-2025,"United Kingdom",EMEA,Android,Creator,16,Casual,"Windows 11",user286@example.com
P00287,2025.08.10,USA,NA,PlayStation,"Google Ads",43,Competitive,"Xbox Series X",user287@example.com
P00288,"02/05/26 11:20",Brazil,LATAM,mobile,"Google Ads",23,Core,"Samsung Galaxy",user288@example.com
P00289,03-01-2026,IN,APAC,Android,Creator,42,Casual,"Windows 10",user289@example.com
P00290,11/19/2025,australia,APAC,IOS/Android,Twitch,32,Casual,iPhone,user290@example.com
P00291,"Sep 06, 2025",India,APAC,mobile,AppStore,unknown,Casual,"Windows 11",user291@example.com
P00292,"11/19/25 23:59",Korea,APAC,Android,Creator,NULL,Casual,PS5,user292@example.com
P00293,03/06/2026,Brazil,LATAM,Steam,organic,39,Core,"Samsung Galaxy",user293@example.com
P00294,2025-10-20T19:11:48Z,KR,APAC,pc,Discord,26,Core,"Windows 10",user294@example.com
P00295,"10/26/25 03:29",España,EMEA,PC,referral,31,Casual,"Windows 10",
P00296,"Nov 07, 2025","United states",NA,pc,ORG,37,Casual,"Windows 11",user296@example.com
P00297,2025-12-18,"United states",NA,steam,paid_search,35,Casual,"Windows 11",user297@example.com
P00298,2025/11/14,DE,EMEA,Playstation,Twitch,35,Core,iPhone,user298@example.com
P00299,01/23/2026,"United states",NA,PS5,Community,26,Competitive,"Windows 10",user299@example.com
NULL,23-12-2025,Canada,,"Epic PC",YouTube,16,COMPETITIVE,,user300@example.com
P00301,2025/11/10,UK,EMEA,mobile,AppStore,16,Casual,PS5,user301@example.com
P00302,"12.12.2025 11:43","République Française",EMEA,Windows,"Google Ads",36,Core,PS5,user302@example.com
P00303,2025-11-24,Bharat,APAC,Android,referral,36,Core,,user303@example.com
P00304,"2025-09-07 22:53:25",U.K.,EMEA,pc,ORG,unknown,Competitive,PS5,user304@example.com
P00305,"08/20/25 05:16",India,APAC,XBOX,Discord,NULL,Casual,PS5,user305@example.com
P00306,27-09-2025,"United States",NA,Xbox,Streamer,36,Core,iPad,user306@example.com
P00307,"01/21/26 10:41",AU,APAC,Windows,"Paid Search",16,core,"Samsung Galaxy",user307@example.com
P00308,2025-08-29T12:48:37Z,U.S.A,NA,Mobile,Influencer,29,Core,iPhone,user308@example.com
P00309,"Oct 08, 2025",,EMEA,"Xbox Series X",paid_search,16,Casual,"Windows 11",user309@example.com
P00310,"02.01.2026 03:25",USA,NA,Xbox,ORG,22,Core,"Xbox Series X",user310@example.com
P00311,11/25/2025,"South Korea",APAC,PC/Steam,organic,33,Casual,"Windows 10",user311@example.com
P00312,"Aug 16, 2025",canada,NA,PS,Organic,45,Competitive,iPad,user312@example.com
P00313,2025-10-20,DE,EMEA,Android,YouTube,34,Competitive,iPhone,user313@example.com
P00314,11/01/2025,India,APAC,Windows,twitch,26,core,"Steam Deck",user314@example.com
P00315,"Dec 13, 2025",U.K.,EMEA,PlayStation,referral,40,Competitive,iPhone,user315@example.com
P00316,2025-10-14,IN,APAC,Mobile,"Store Feature",17,Casual,"Samsung Galaxy",user316@example.com
P00317,2026-02-02T19:19:46Z,U.K.,EMEA,Xbox,"Friend Refer",26,Casual,PS5,user317@example.com
P00318,08/08/2025,USA,NA,iOS,referral,31,Casual,"Samsung Galaxy",user318@example.com
P00319,2025-10-01,australia,APAC,pc,AppStore,18,Casual,iPhone,user319@example.com
P00320,,España,EMEA,"xbox series",organic,37,Core,"Samsung Galaxy",user320@example.com
P00321,"02/19/26 18:59",Germany,EMEA,Mobile,discord,45,Competitive,"Windows 11",user321@example.com
P00322,21-01-2026,US,NA,PS,influencer,23,Casual,,user322@example.com
P00323,"2025-09-18 04:49:09",,APAC,Ps5,AppStore,27,Core,"Windows 10",user323@example.com
P00324," Feb 01, 2026 04:40PM",Japan,APAC,IOS/Android,organic,39,Casual,"Windows 11",user324@example.com
P00325,"Mar 09, 2026",CA,NA,"xbox series",Creator,31,Casual,iPhone,user325@example.com
P00326,16-09-2025,Australia,APAC,pc,"Paid Search",20,Casual,"Xbox Series X",user326@example.com
P00327,"Dec 22, 2025 08:10AM",KR,APAC,PC/Steam,ORG,40,Casual,PS5,user327@example.com
P00328,2025-10-24T23:11:48Z,Bharat,APAC,Steam,"App Store",44,Core,Pixel,user328@example.com
P00329," 2025-08-24T14:10:41Z",FR,EMEA,steam,Creator,34,Core,"Windows 11",user329@example.com
P00330,04-09-2025,canada,NA,Ps5,Creator,20,Core,"Windows 10",user330@example.com
P00331,"Sep 12, 2025",US,NA,Android,YT,23,Casual,"Xbox Series X",user331@example.com
P00332,"Nov 19, 2025 01:32AM",U.S.A,NA,PlayStation,paid_search,35,Competitive,"Windows 11",user332@example.com
P00333,"11/13/25 04:53",australia,APAC,pc,AppStore,24,Core,iPhone,user333@example.com
P00334,"10/26/25 12:34",CA,NA,"xbox series",organic,28,Core,"Windows 11",user334@example.com
P00335,2026/03/01,BR,LATAM,PC,"Paid Search",34,Core,"Samsung Galaxy",user335@example.com
P00336,2025-10-31,"United States",NA,XBOX,paid_search,42,Competitive,"Windows 11",user336@example.com
P00337,,UK,EMEA,mobile,Creator,30,Competitive,"Windows 11",user337@example.com
P00338,2025-08-13,México,LATAM,Android,organic,26,Casual,"Windows 10",user338@example.com
P00339,"09/08/25 16:59",México,LATAM,Playstation,Creator,24,Core,Pixel,user339@example.com
P00340,,USA,NA,IOS/Android,Twitch,20,Casual,"Windows 11",user340@example.com
P00341,2026/01/14,Bharat,APAC,iOS,paid_search,16,Core,"Xbox Series X",user341@example.com
P00342,2025.08.02,"République Française",EMEA,pc,Discord,26,Competitive,"Windows 11",user342@example.com
P00343,2026-01-02,Spain,EMEA,pc,,34,Core,iPad,user343@example.com
P00344,12/14/2025,MX,LATAM,Android,referral,44,Core,iPad,user344@example.com
P00345,"Oct 31, 2025 06:03PM",Canada,NA,xbox,youtube,22,Casual,PS5,user345@example.com
P00346,2025.12.24,Brasil,LATAM,PC,influencer,25,casual,iPhone,user346@example.com
P00347,2026-01-10,US,NA,PlayStation,"Google Ads",44,Competitive,,user347@example.com
P00348,"26.01.2026 02:55",Bharat,APAC,Ps5,"Google Ads",25,Casual,"Windows 11",user348@example.com
P00349,2025.09.19,FR,EMEA,Windows,youtube,23,Competitive,"Android Tablet",user349@example.com
P00350,2025-09-01,India,APAC,iOS,organic,NULL,Competitive,"Windows 10",user350@example.com
P00351,"Dec 31, 2025 09:03AM",Deutschland,EMEA,steam,ORG,19,Core,"Xbox Series X",user351@example.com
P00352,"12/16/25 18:03",Mexico,LATAM,Playstation,Community,18,Competitive,iPad,user352@example.com
P00353,2026-02-13,Deutschland,EMEA,PC,YouTube,40,Competitive,"Samsung Galaxy",user353@example.com
P00354,"Oct 04, 2025","United States",NA,Mobile,paid_search,24,Casual,"Xbox Series X",user354@example.com
P00355,"Oct 07, 2025 11:15AM",ES,EMEA,Steam,Referral,19,Casual,"Android Tablet",user355@example.com
P00356,"16.09.2025 08:10","United states",NA,ps5,ORG,40,Core,,user356@example.com
P00357,"Jan 20, 2026 ",France,EMEA,PlayStation,"Google Ads",36,Core,PS5,user357@example.com
P00358,09-12-2025,Bharat,APAC,PS5,YouTube,18,Core,Pixel,user358@example.com
P00359,"Oct 27, 2025 05:20AM",MX,LATAM,Windows,referral,34,Competitive,"Windows 11",user359@example.com
P00360,"16.01.2026 00:40",GB,EMEA,"Epic PC",ORG,39,Casual,iPhone,user360@example.com
P00361,"Feb 21, 2026",USA,NA,Mobile,AppStore,42,Casual,"Windows 11",user361@example.com
P00362,"Aug 21, 2025",Brazil,LATAM,steam,paid_search,42,Casual,PS5,user362@example.com
P00363,10/27/2025,USA,NA,NULL,,27,Competitive,"Samsung Galaxy",user363@example.com
P00364,2026-01-26T18:40:09Z,"République Française",EMEA,"xbox series",paid_search,23,Casual,iPhone,user364@example.com
P00365,2025/12/25,Japan,APAC,"Epic PC",referral,32,Casual,"Windows 11",user365@example.com
P00366,02/05/2026,US,NA,"Epic PC",Organic,32,Competitive,"Windows 10",user366@example.com
P00367,2025-08-21T23:30:39Z,CA,NA,Mobile,Discord,27,Core,"Windows 11",user367@example.com
P00368,17-09-2025,CA,NA,Mobile,Community,17,Competitive,"Windows 11",user368@example.com
P00369,"19.08.2025 22:28","United States",NA,Playstation,Organic,18,Casual,"Android Tablet",user369@example.com
P00370,2025.12.10,IN,APAC,Ps5,YT,39,Core,"Windows 11",user370@example.com
P00371," 23.09.2025 10:42 ",U.S.A,NA,Xbox,Discord,44,Core,"Windows 10",
P00372,2025.10.21,,APAC,Android,"Paid Search",24,Competitive,iPhone,user372@example.com
P00373,"15.09.2025 18:30",Spain,EMEA,pc,referral,42,Core,PS5,user373@example.com
P00374,2026.01.11,India,APAC,Windows,Streamer,20,Casual,iPad,user374@example.com
P00375,"Sep 12, 2025 ",Brazil,LATAM,PC/Steam,Community,37,Casual,"Windows 11",user375@example.com
P00376,"09/26/25 19:44","République Française",EMEA,"Xbox Series X",Creator,21,Casual,iPhone,user376@example.com
P00377,"02/02/26 01:42",DE,EMEA,PlayStation,Streamer,19,Core,"Steam Deck",user377@example.com
P00378,24-11-2025,IN,APAC,"xbox series",YouTube,43,Casual,,user378@example.com
NULL,"08/13/25 14:33","United Kingdom",EMEA,NULL,YouTube,35,Core,"Windows 10",user379@example.com
P00380,02/08/2026,Japan,APAC,Xbox,Organic,30,Core,iPhone,user380@example.com
P00381,09-09-2025,CA,NA,xbox,AppStore,29,Casual,PS5,user381@example.com
P00382,"Dec 15, 2025",Korea,APAC,Steam,"Google Ads",33,Core,"Windows 11",user382@example.com
P00383,"Sep 03, 2025",GB,EMEA,xbox,Organic,28,Casual,"Samsung Galaxy",user383@example.com
P00384," 2025-09-07",Canada,NA,"Epic PC",Creator,,Casual,"Windows 10",user384@example.com
P00385,"Nov 19, 2025 02:29AM",U.S.A,NA,steam,organic,33,Casual,"Xbox Series X",user385@example.com
P00386,"Oct 17, 2025 09:24PM ",Japan,APAC,steam,Influencer,26,Casual,iPhone,user386@example.com
P00387,2026/01/23,"United States",NA,Xbox,Streamer,30,Casual,"Windows 10",user387@example.com
P00388,"Aug 24, 2025",MX,LATAM,Android,influencer,28,Casual,"Xbox Series X",user388@example.com
P00389,"06.08.2025 07:20",IN,APAC,mobile,YouTube,16,Casual,"Samsung Galaxy",user389@example.com
P00390,"21.11.2025 23:19",Canada,NA,mobile,organic,30,Casual,PS5,user390@example.com
P00391,"10/19/25 22:02",UK,EMEA,ps5,organic,28,Core,"Windows 10",user391@example.com
P00392,"2025-08-27 17:19:59","United Kingdom",EMEA,IOS/Android,Organic,34,Casual,"Windows 10",user392@example.com
P00393,"Oct 20, 2025",ES,EMEA,mobile,organic,28,Core,"Windows 10",user393@example.com
P00394,"2026-01-27 09:54:30",Germany,EMEA,Android,organic,29,Core,"Windows 10",user394@example.com
P00395,12/26/2025,México,LATAM,iOS,"Paid Search",unknown,Casual,iPhone,user395@example.com
P00396,14-08-2025,ES,EMEA,IOS/Android,YouTube,32,Core,"Windows 11",user396@example.com
P00397,"01/30/26 04:26",GB,EMEA,iOS,YouTube,16,Casual,"Windows 10",user397@example.com
P00398,"03/09/26 15:19",Japan,APAC,Android,"Google Ads",38,Casual,iPhone,user398@example.com
P00399,10/04/2025,JP,APAC,Playstation,"Paid Search",30,Core,"Windows 11",user399@example.com
P00400,22-11-2025,,EMEA,NULL,YT,31,Casual,"Windows 11",user400@example.com
P00401,2026-03-01,Brasil,LATAM,mobile,paid_search,16,Core,"Xbox Series X",user401@example.com
P00402,2025-10-27,Canada,NA,mobile,paid_search,25,Casual,PS5,user402@example.com
P00403,2025-08-13,Canada,NA,Android,"App Store",19,Casual,"Samsung Galaxy",user403@example.com
P00404,2026-02-13T13:56:16Z,JP,,iOS,Twitch,43,Core,"Windows 11",user404@example.com
P00405,"2025-11-22 14:05:08",India,APAC,Steam,influencer,23,CASUAL,"Windows 11",user405@example.com
P00406,2026/01/31,Spain,EMEA,PS,organic,43,Competitive,"Xbox Series X",user406@example.com
NULL,2026-02-01,australia,APAC,Playstation,YouTube,22,Competitive,"Xbox Series X",user407@example.com
NULL,04-10-2025,India,APAC,PC,"Google Ads",22,Core,"Steam Deck",user408@example.com
P00409,"Dec 21, 2025",CA,NA,Steam,YT,29,Core,"Windows 10",user409@example.com
NULL,2025-09-17T03:31:54Z,ES,EMEA,Mobile,youtube,43,Core,iPad,user410@example.com
P00411,"13.12.2025 20:01",U.S.A,NA,PC/Steam,"Friend Refer",28,Casual,iPhone,user411@example.com
P00412,01/11/2026,FR,EMEA,Xbox,influencer,42,casual,"Windows 11",user412@example.com
P00413,"Nov 16, 2025",Germany,EMEA,"Epic PC",Organic,27,Core,Pixel,user413@example.com
P00414,"Nov 02, 2025 06:07PM",Bharat,APAC,PC/Steam,AppStore,,casual,PS5,user414@example.com
P00415,2025/11/02,"United states",NA,Mobile,Streamer,34,competitive,"Android Tablet",user415@example.com
P00416,"Jan 26, 2026 01:41AM",Germany,EMEA,pc,Referral,25,Competitive,"Windows 10",user416@example.com
P00417,09/22/2025,,EMEA,PC/Steam,"App Store",45,Core,iPhone,user417@example.com
P00418,"Sep 05, 2025","South Korea",APAC,PS5,organic,17,Core,"Steam Deck",user418@example.com
P00419,"Nov 04, 2025",India,APAC,Android,ORG,39,Casual,"Steam Deck",user419@example.com
P00420,"Feb 28, 2026 09:54AM",IN,APAC,xbox,Community,37,Casual,"Steam Deck",user420@example.com
P00421,2025.11.17,"United States",NA,PlayStation,Influencer,22,Casual,"Xbox Series X",user421@example.com
P00422,2025-11-28T22:00:46Z,Deutschland,EMEA,PC/Steam,Community,27,Casual,"Windows 10",user422@example.com
P00423,2026-01-28,Bharat,APAC,ps5,twitch,31,Casual,PS5,user423@example.com
P00424,"Aug 14, 2025",IN,APAC,XBOX,paid_search,29,Casual,"Android Tablet",user424@example.com
P00425,"Feb 17, 2026",Japan,APAC,IOS/Android,Organic,31,CASUAL,iPhone,user425@example.com
P00426,"Sep 21, 2025 05:06PM",australia,APAC,xbox,YouTube,44,Core,"Android Tablet",user426@example.com
P00427,2025.11.28,IN,APAC,Xbox,ORG,41,Competitive,"Xbox Series X",user427@example.com
P00428,"11/24/25 08:36",CA,NULL,mobile,Discord,24,Casual,"Android Tablet",user428@example.com
P00429,04-11-2025,canada,NA,Mobile,youtube,43,Core,PS5,user429@example.com
P00430,2026.01.21,Japan,APAC,PS,paid_search,39,Competitive,iPhone,user430@example.com
P00431,09/04/2025,IN,APAC,IOS/Android,twitch,33,Casual,"Samsung Galaxy",user431@example.com
P00432,2025.09.21,GB,EMEA,Mobile,"Google Ads",34,Competitive,"Android Tablet",user432@example.com
P00433,2025-08-03,IN,APAC,ps5,Organic,18,Casual,PS5,user433@example.com
P00434,02/18/2026,"République Française",EMEA,"Epic PC",discord,39,Competitive,iPhone,user434@example.com
P00435,"29.12.2025 11:37",U.K.,EMEA,PlayStation,paid_search,21,Casual,"Samsung Galaxy",user435@example.com
P00436,2025/08/05,,EMEA,Android,Referral,26,Core,"Windows 11",user436@example.com
P00437,2025-10-16T15:25:48Z,australia,APAC,iOS,ORG,29,Casual,"Xbox Series X",user437@example.com
P00438,"Dec 24, 2025","United states",NA,Playstation,discord,,CORE,"Xbox Series X",user438@example.com
P00439,"Sep 03, 2025",CA,NA,"Epic PC","Google Ads",41,Core,"Android Tablet",user439@example.com
P00440,2026/02/21,Spain,EMEA,Playstation,YouTube,38,Casual,"Android Tablet",user440@example.com
P00441,"03/03/26 06:46 ",USA,NA,Playstation,Discord,36,Competitive,"Samsung Galaxy",user441@example.com
P00442,2025-12-25T05:00:39Z,Mexico,LATAM,XBOX,influencer,27,core,"Windows 10",user442@example.com
P00443,"Oct 15, 2025 06:22AM",canada,NA,IOS/Android,paid_search,33,CORE,"Android Tablet",user443@example.com
P00444,"Nov 18, 2025","République Française",EMEA,IOS/Android,ORG,29,Casual,"Samsung Galaxy",user444@example.com
P00445,"Aug 19, 2025 12:05AM",Mexico,LATAM,Steam,"App Store",40,Casual,iPhone,user445@example.com
P00446,"08.08.2025 12:30",UK,EMEA,steam,"Friend Refer",35,Casual,Pixel,user446@example.com
P00447,2025-08-17T08:31:37Z,Brasil,LATAM,ps5,Organic,43,Casual,"Windows 10",user447@example.com
P00448,"09.10.2025 06:43",FR,EMEA,"xbox series","Friend Refer",,Core,"Android Tablet",user448@example.com
P00449,"Oct 19, 2025 ",India,APAC,PC/Steam,youtube,42,Casual,PS5,user449@example.com
P00450,2026-03-02T18:26:31Z,FR,NULL,PS,Twitch,27,Casual,"Windows 11",user450@example.com
P00451,"Sep 21, 2025 11:49PM",India,APAC,PS5,"Paid Search",27,Casual,"Windows 11",user451@example.com
P00452,"Oct 04, 2025",australia,APAC,"Epic PC",referral,unknown,Core,PS5,user452@example.com
P00453,"11/14/25 02:46 ",JP,APAC,PS5,ORG,44,Core,iPhone,user453@example.com
P00454,2025/09/12,Australia,APAC,"Epic PC",YT,41,Casual,"Samsung Galaxy",user454@example.com
P00455,2026/02/03,Germany,EMEA,PC,Twitch,34,Casual,"Xbox Series X",user455@example.com
P00456,,U.K.,EMEA,Mobile,Referral,34,Casual,"Windows 10",
P00457,2025-08-15T22:49:51Z,"United States",NA,Steam,"Google Ads",38,Casual,"Windows 11",user457@example.com
P00458,2026-02-01T23:53:40Z,US,NA,mobile,Organic,21,CORE,Pixel,user458@example.com
P00459,2025.11.11,Brazil,LATAM,Ps5,ORG,20,Casual,iPhone,user459@example.com
P00460,,France,EMEA,"xbox series",Organic,35,Casual,iPad,user460@example.com
P00461,"2026-01-24 02:48:36",India,APAC,Steam,Referral,32,Competitive,"Samsung Galaxy",user461@example.com
P00462,2026-03-08,Bharat,APAC,NULL,Referral,43,Casual,"Windows 10",user462@example.com
P00463,2025.12.19,USA,NA,Xbox,"Paid Search",30,Core,iPhone,user463@example.com
P00464,"2025-12-14 05:07:56",Deutschland,EMEA,PC/Steam,Creator,24,Casual,"Windows 11",user464@example.com
P00465,2025.08.20,ES,EMEA,Ps5,"Paid Search",NULL,Casual,iPad,user465@example.com
P00466,2025-11-19,India,APAC,mobile,ORG,45,Casual,"Samsung Galaxy",user466@example.com
P00467,"23.02.2026 08:51",US,NA,Mobile,"Friend Refer",26,Core,iPhone,user467@example.com
P00468,2026.02.04,IN,APAC,PS5,ORG,24,Core,iPhone,user468@example.com
P00469,"Dec 27, 2025",Germany,EMEA,ps5,youtube,24,Casual,"Xbox Series X",user469@example.com
P00470,"Jan 08, 2026",Germany,EMEA,Windows,referral,31,Casual,"Windows 11",user470@example.com
P00471,16-08-2025,México,LATAM,PC/Steam,paid_search,35,Casual,,user471@example.com
P00472,"2025-10-04 06:37:40",U.S.A,NA,Playstation,paid_search,35,Casual,"Samsung Galaxy",user472@example.com
P00473,"03/02/26 09:45",Japan,APAC,Android,"Google Ads",42,Competitive,"Samsung Galaxy",user473@example.com
P00474,2025.10.07,DE,EMEA,ps5,"App Store",31,Core,"Windows 11",user474@example.com
P00475,"2026-02-21T21:41:06Z ",canada,NA,Playstation,twitch,34,Casual,"Android Tablet",user475@example.com
P00476,2025-12-20T11:03:31Z,ES,EMEA,iOS,referral,21,Casual,"Samsung Galaxy",user476@example.com
P00477,"03/06/26 11:37",Brazil,LATAM,Playstation,youtube,31,Core,"Windows 11",user477@example.com
P00478,08/12/2025,"United states",NA,PC,"Google Ads",37,Core,iPhone,user478@example.com
P00479,"Feb 11, 2026 10:35AM",U.S.A,NA,PlayStation,ORG,23,Core,"Samsung Galaxy",user479@example.com
P00480,"23.02.2026 01:57",Australia,APAC,PC,Influencer,45,CASUAL,"Windows 11",user480@example.com
P00481,"01/07/26 03:34",Bharat,APAC,Windows,paid_search,,Core,"Android Tablet",user481@example.com
P00482,"Sep 08, 2025 08:05PM",Brasil,LATAM,PC/Steam,paid_search,37,Core,PS5,user482@example.com
P00483,03-11-2025,JP,APAC,XBOX,Discord,20,Casual,"Windows 11",user483@example.com
P00484,"2026-01-18 ",GB,EMEA,Ps5,Referral,29,Casual,PS5,user484@example.com
P00485,14-02-2026,"United States",NA,mobile,Organic,22,Casual,iPhone,user485@example.com
P00486,"22.10.2025 04:30",US,NULL,steam,ORG,34,Core,"Steam Deck",user486@example.com
P00487,02/05/2026,México,LATAM,PS5,Organic,24,Competitive,"Xbox Series X",user487@example.com
P00488,2025.11.25,KR,APAC,pc,Influencer,21,Competitive,"Windows 10",user488@example.com
P00489,"26.01.2026 17:00",Canada,NA,mobile,Community,39,Core,iPad,user489@example.com
P00490,"06.11.2025 14:58",Australia,APAC,PlayStation,Streamer,32,Casual,"Windows 11",user490@example.com
P00491,02/19/2026,India,APAC,"Epic PC","Paid Search",17,Core,"Xbox Series X",user491@example.com
P00492,"2026.02.28 ",U.S.A,NA,XBOX,paid_search,21,Casual,"Xbox Series X",user492@example.com
P00493,10-02-2026,Brazil,LATAM,Steam,Influencer,43,core,"Windows 11",user493@example.com
P00494,2026/01/23,FR,EMEA,PS,organic,29,Casual,iPhone,user494@example.com
P00495,2026-02-20,Germany,EMEA,Steam,YT,22,core,PS5,user495@example.com
P00496,2026-01-25T16:33:27Z,Japan,APAC,PC,YouTube,22,Core,"Windows 11",user496@example.com
P00497,2025/08/03,"United states",NA,XBOX,youtube,33,casual,"Xbox Series X",user497@example.com
P00498," 2025.12.09",U.S.A,NA,ps5,AppStore,37,Core,"Samsung Galaxy",user498@example.com
P00499,2025.12.05,canada,NA,Playstation,Discord,23,Casual,"Windows 11",user499@example.com
P00500,23-08-2025,"République Française",EMEA,Mobile,"Google Ads",23,Core,Pixel,user500@example.com
P00501,10/17/2025,"United Kingdom",EMEA,mobile,influencer,36,Core,iPad,user501@example.com
P00502,09/24/2025,U.S.A,NA,pc,"Paid Search",41,Casual,PS5,user502@example.com
P00503,11/12/2025,Bharat,APAC,IOS/Android,"Google Ads",36,Core,"Android Tablet",user503@example.com
P00504,2026.01.14,U.S.A,NA,steam,"Paid Search",21,Casual,iPad,user504@example.com
P00505,,"United states",NA,Windows,Organic,33,Casual,"Windows 10",user505@example.com
P00506,2025.11.25,Bharat,APAC,ps5,paid_search,31,Casual,"Xbox Series X",user506@example.com
P00507,"2025-08-07 ",KR,APAC,"Epic PC",influencer,45,Casual,"Windows 11",user507@example.com
P00508,29-09-2025,Canada,NA,steam,organic,30,Casual,"Windows 10",user508@example.com
P00509,"28.11.2025 01:19",CA,NA,IOS/Android,"Paid Search",NULL,Casual,iPhone,user509@example.com
P00510,"12/23/25 22:34",IN,APAC,XBOX,Organic,35,Casual,"Android Tablet",user510@example.com
P00511,"17.01.2026 08:16",France,EMEA,XBOX,Influencer,19,Core,"Xbox Series X",user511@example.com
P00512,03/03/2026,AU,APAC,Steam,"Store Feature",37,Competitive,iPhone,user512@example.com
P00513,2025-12-13T13:52:32Z,"United States",NA,"xbox series",Organic,26,Casual,"Steam Deck",user513@example.com
P00514,"2025-10-04 15:25:21",Mexico,LATAM,XBOX,ORG,17,Core,"Samsung Galaxy",user514@example.com
P00515,2026-01-18,IN,APAC,steam,Organic,18,Core,"Windows 11",user515@example.com
P00516,"11/24/25 12:25",Brasil,LATAM,Android,"Google Ads",29,Core,"Windows 11",user516@example.com
P00517,"2025-10-01 13:08:19","United States",NA,Playstation,Organic,40,Casual,iPhone,user517@example.com
P00518,2025/09/22,"United states",NA,Windows,organic,38,Casual,PS5,user518@example.com
P00519,"10/16/25 07:49",Brasil,LATAM,PS,referral,29,Casual,"Samsung Galaxy",user519@example.com
P00520,2025-11-22,,APAC,PC/Steam,twitch,,Casual,iPad,user520@example.com
P00521,2026-02-26T20:12:28Z,JP,APAC,"xbox series",paid_search,unknown,Casual,PS5,user521@example.com
P00522,"Sep 19, 2025",U.S.A,NA,PC,organic,29,Core,"Xbox Series X",user522@example.com
P00523,2025-10-13T22:48:51Z,AU,APAC,mobile,Creator,,Core,"Windows 11",user523@example.com
P00524,"Aug 09, 2025",IN,APAC,Windows,discord,45,Core,"Windows 11",user524@example.com
P00525,"Dec 30, 2025 02:38PM","United Kingdom",EMEA,Windows,Discord,37,Casual,"Windows 10",user525@example.com
P00526,"2025-09-21 21:47:34",IN,APAC,Playstation,organic,33,Casual,"Windows 10",user526@example.com
P00527,"Aug 04, 2025 05:52PM",U.S.A,NA,Ps5,Streamer,,Core,PS5,user527@example.com
P00528,"2026-03-04 01:42:39",MX,LATAM,"Epic PC",Influencer,20,Casual,PS5,user528@example.com
P00529,"2026-02-01 16:24:16",U.K.,EMEA,"xbox series",Twitch,,Casual,PS5,user529@example.com
P00530,23-11-2025,FR,EMEA,steam,ORG,31,Casual,"Windows 10",user530@example.com
P00531,2025.12.07,DE,EMEA,xbox,Organic,31,Casual,"Xbox Series X",user531@example.com
P00532,12/03/2025,CA,NA,PlayStation,Community,45,Casual,"Windows 10",user532@example.com
P00533,"2025-10-10 ",Japan,APAC,ps5,Creator,27,Casual,Pixel,user533@example.com
P00534,2025-08-20T19:09:50Z,Brazil,LATAM,"Xbox Series X","Friend Refer",16,Casual,PS5,user534@example.com
P00535,08/16/2025,Brazil,LATAM,Ps5,YT,43,CORE,"Xbox Series X",user535@example.com
P00536,2025.11.08,Nippon,APAC,"xbox series","Store Feature",39,Casual,"Windows 11",user536@example.com
P00537,"12/22/25 20:53",Bharat,APAC,steam,Community,31,Casual,"Android Tablet",user537@example.com
P00538,"Oct 13, 2025 ",Australia,NULL,Windows,Influencer,26,Competitive,"Windows 11",user538@example.com
P00539,2025-12-27,DE,EMEA,"Xbox Series X",Influencer,39,Competitive,iPhone,user539@example.com
P00540,"03/05/26 23:07",Deutschland,EMEA,Windows,ORG,24,Casual,"Windows 11",user540@example.com
P00541,08/09/2025,CA,NA,Mobile,paid_search,23,Competitive,"Windows 11",user541@example.com
P00542,08/01/2025,Bharat,APAC,xbox,,22,Core,"Samsung Galaxy",user542@example.com
P00543,"Oct 05, 2025 05:03AM",DE,EMEA,pc,influencer,34,Core,"Samsung Galaxy",user543@example.com
P00544,"01.12.2025 23:14",Canada,NA,PS5,discord,42,Casual,"Xbox Series X",user544@example.com
P00545,"2025-12-22 09:08:52",MX,LATAM,mobile,discord,28,Casual,"Android Tablet",user545@example.com
P00546,2025-09-25,U.K.,EMEA,IOS/Android,Organic,26,Core,"Windows 10",user546@example.com
P00547,"20.01.2026 18:50",DE,EMEA,XBOX,influencer,unknown,Casual,"Windows 11",user547@example.com
P00548,11/03/2025,FR,EMEA,Mobile,YouTube,23,Core,"Samsung Galaxy",user548@example.com
P00549,08/20/2025,IN,APAC,Mobile,ORG,23,Core,iPhone,user549@example.com
P00550,17-10-2025,,EMEA,Mobile,YT,30,Competitive,PS5,user550@example.com
